22,3612,118311368,2010,110000000,2.39,122,6.4,353,46,0,24,10,24,0,1,46,105,399,49,6,3,27,125,29,1,48,1,88,92,8,59,87,362,11,0,0,0,275,69,1,5,29,351,0,0,0,0
26,3001,132072926,2002,102000000,2.39,92,7.6,427,44,3,170,187,413,24,3,35,63,436,134,2,9,4,693,24,2,3,2,109,154,5,166,320,484,10,0,1,5,140,22,2,17,51,99,21,1,3,6
22,3813,190241310,2018,90000000,2.39,108,8.4,39,0,1,10,1,389,8,0,3,7,259,59,0,1,9,268,0,1,22,1,43,44,4,1,31,483,10,1,24,19,276,0,0,0,2,70,0,0,3,11
30,3005,171091819,1999,130000000,1.85,116,7.3,62,0,1,12,18,60,106,0,1,1,216,0,7,49,91,527,0,1,11,1,134,17,0,14,9,576,4,1,0,5,115,0,0,0,2,393,0,0,0,0
16,3012,182811707,2000,70000000,1.37,90,6.4,307,1,1,6,4,301,39,2,20,21,230,0,1,25,46,473,0,1,5,1,5,36,2,22,36,332,1,0,0,4,77,61,1,3,9,118,33,1,6,10
26,3721,65845974,2019,200000000,2.39,109,5.7,404,2,1,2,6,185,50,1,17,35,449,59,2,76,146,335,0,1,116,1,75,126,1,120,243,548,11,1,2,6,218,32,1,3,9,87,44,1,1,13
