Distributor,Theaters,Movie_years,Movie_budget,Movie_aspect_ratio,Movie_runtime,Movie_ratings,Movie_director,Movie_director_credit,Movie_director_awords_Oscars,Movie_director_awords_win,Movie_director_awords_nominations,Movie_actor_1_name,Movie_actor_1_credit,Movie_actor_1_awords_Oscars,Movie_actor_1_awords_win,Movie_actor_1_awords_nominations,Movie_actor_2_name,Movie_actor_2_credit,Movie_actor_2_awords_Oscars,Movie_actor_2_awords_win,Movie_actor_2_awords_nominations,Movie_actor_3_name,Movie_actor_3_credit,Movie_actor_3_awords_Oscars,Movie_actor_3_awords_win,Movie_actor_3_awords_nominations,Movie_music_names,Movie_music_credit,Movie_music_awords_Oscars,Movie_music_awords_win,Movie_music_awords_nominations,Movie_writter_names,Movie_writter_credit,Movie_writter_awords_Oscars,Movie_writter_awords_wins,Movie_writter_awords_nominations,Movie_cinematography_name,Movie_cinematography_credit,Movie_cinematography_aword_Oscars,Movie_cinematography_aword_win,Movie_cinematography_aword_nominations,Movie_costume_name,Movie_costume_credit,Movie_costume_aword_Oscars,Movie_costume_aword_win,Movie_costume_aword_nominations,Movie_awords_win,Movie_awords_nominations,Movie_awords_oscars
16,3849,1966,162000000,2.39,50,8.3,348,25,0,2,5,342,108,1,6,22,188,0,1,3,40,511,79,0,13,0,32,22,1,1,22,94,0,0,0,3,59,71,2,18,24,239,57,0,0,4,1,20,0
30,3827,2016,150000000,2.39,108,8,54,4,1,4,8,154,0,0,3,15,272,83,1,10,66,285,72,1,21,1,148,37,1,76,104,82,1,1,4,8,233,0,0,0,0,46,0,0,0,0,45,71,1
31,4144,2016,180000000,2.39,132,7.3,111,21,1,10,15,120,25,1,16,70,561,21,0,0,0,661,0,0,0,0,88,100,8,65,93,242,29,1,4,10,260,69,1,6,20,74,65,4,32,62,14,54,1
26,3922,2007,75000000,2.39,87,7.3,107,7,1,8,16,97,179,4,8,21,343,0,4,5,21,539,0,1,3,1,75,75,1,108,231,252,28,3,33,65,159,0,0,0,0,369,0,0,4,2,5,33,1
31,3903,2013,225000000,2.35,161,7.8,343,20,3,128,131,168,94,2,45,54,425,58,1,2,29,615,31,0,5,0,83,67,3,79,106,191,13,3,36,56,13,46,1,19,27,38,0,0,0,0,19,87,3
13,3613,2002,63000000,2.39,94,6.2,190,6,4,8,12,313,29,1,9,24,50,0,4,64,191,671,76,3,6,3,73,22,1,9,6,436,11,1,9,24,248,33,1,2,10,102,20,0,0,5,5,22,0
13,3703,2003,94000000,2.39,201,8.9,343,12,3,118,121,328,11,0,0,1,8,0,0,0,0,663,37,1,6,1,83,53,3,69,96,243,38,0,3,7,13,36,1,9,17,298,18,1,16,20,199,124,11
26,3967,2014,170000000,1.85,130,7.6,284,10,0,2,9,22,81,1,34,47,273,52,0,3,10,250,83,1,53,1,148,30,1,74,102,386,8,0,0,0,227,29,1,2,5,276,15,0,0,1,17,47,1
29,4529,2017,80000000,2.39,89,6.3,256,10,1,0,1,396,67,1,31,135,382,0,1,9,67,723,25,1,16,1,79,93,0,6,5,107,18,0,1,3,45,0,0,0,1,176,0,0,0,0,0,33,0
29,3281,1997,73000000,1.37,129,6.6,427,37,3,165,182,199,61,1,11,26,341,0,1,91,137,585,61,1,4,1,109,136,5,161,315,417,21,1,12,13,140,18,2,12,46,79,0,0,0,0,4,27,1
29,3741,2019,20000000,2.39,116,6.8,230,1,1,98,114,282,0,1,90,104,666,7,0,3,8,211,0,2,29,2,143,1,0,12,23,326,5,1,98,114,231,39,0,4,7,219,32,0,1,18,79,122,0
29,3461,2001,38000000,2.39,106,6.8,369,20,0,1,3,344,18,0,7,12,651,8,0,7,38,520,0,0,11,0,17,0,0,0,0,350,0,0,0,0,101,12,0,0,2,348,16,0,0,2,11,18,0
31,3103,2006,65000000,2.35,117,7.6,465,11,0,5,15,152,25,0,4,17,394,0,1,8,49,191,20,2,9,2,217,8,0,6,8,614,0,0,5,15,193,11,0,0,2,284,12,1,4,21,19,55,0
5,4359,2010,165000000,2.39,93,6.3,302,0,0,0,0,313,44,1,17,32,168,53,1,30,87,100,0,4,18,4,78,58,1,9,26,333,1,0,0,1,351,1,0,0,0,324,0,0,0,0,1,13,0
5,4011,2007,150000000,2.39,144,7,289,49,0,9,15,391,27,0,18,58,438,0,0,8,22,378,8,0,3,0,200,28,0,8,3,511,7,0,3,7,232,3,0,0,0,99,28,1,3,6,25,47,3
30,3933,2004,92000000,2.39,115,8,41,4,2,15,24,93,65,4,5,12,233,0,1,27,76,656,88,1,25,1,148,7,1,64,92,66,3,2,15,24,12,1,1,0,1,86,0,0,0,2,65,56,2
22,3929,2015,245000000,2.39,148,6.8,392,8,1,53,67,100,61,1,8,32,110,105,2,77,36,461,0,0,17,0,210,57,15,59,110,306,19,3,1,30,125,20,1,14,95,164,67,1,5,12,7,36,1
30,3374,2003,94000000,1.33,100,8.1,14,4,2,16,48,9,26,1,10,17,177,0,3,76,71,15,13,0,3,0,210,20,15,47,98,34,8,2,16,48,303,2,1,0,2,166,0,0,0,0,48,62,1
29,3729,2012,70000000,1.85,86,6.4,66,4,2,0,7,103,117,1,5,32,166,41,0,6,14,750,32,0,35,0,108,16,1,33,63,169,74,2,1,6,45,0,0,0,1,174,0,0,0,0,4,8,0
16,3868,2013,190000000,2.39,132,7.7,175,11,2,16,50,84,26,1,7,32,672,37,1,2,19,755,0,0,16,0,148,28,1,73,101,511,13,0,3,7,55,18,0,0,0,282,38,1,2,14,8,58,1
23,3419,2008,37000000,2.35,122,5.2,57,8,0,9,13,259,0,0,51,73,565,0,0,1,3,485,19,0,0,0,27,41,2,16,63,411,0,0,0,0,95,45,0,1,2,387,0,0,0,2,30,16,0
30,3948,2014,180000000,2.35,97,7,377,0,2,12,23,24,0,1,50,109,176,0,1,5,38,674,10,0,1,0,88,96,8,63,91,377,31,0,1,6,78,74,1,7,3,18,47,3,3,15,12,42,1
29,3660,2007,110000000,2.39,115,8,330,14,1,25,57,295,41,1,20,132,340,0,1,0,3,174,82,1,13,1,108,12,1,28,58,593,11,2,3,40,240,43,0,0,1,359,41,2,0,1,26,42,3
29,3473,2015,29000000,1.85,115,6.4,126,3,3,7,27,27,0,1,12,66,520,0,0,10,24,268,0,1,19,1,136,31,2,15,5,346,3,3,3,7,153,56,2,0,3,343,37,0,0,1,9,16,0
31,3775,2014,60000000,1.33,100,7.7,73,4,1,15,13,437,80,7,6,20,173,0,3,6,26,149,0,0,0,0,136,30,2,14,4,483,8,1,20,15,243,0,0,0,0,345,0,0,0,0,72,66,1
26,3425,2004,125000000,2.39,124,6.4,382,11,0,19,17,109,55,2,11,27,258,12,1,19,84,228,0,1,8,1,76,6,0,0,3,513,10,0,19,17,344,21,0,0,0,326,32,0,8,13,5,12,1
26,3500,2001,100000000,2.35,119,5.7,440,24,2,7,54,290,29,2,3,57,631,49,1,0,4,277,0,2,25,2,44,45,4,60,81,485,20,1,0,1,260,53,1,11,25,74,36,4,17,47,11,30,2
29,3401,2001,98000000,2.39,130,6.4,417,5,0,1,3,59,31,0,8,11,511,0,1,24,72,360,35,1,0,1,5,41,2,23,37,557,9,0,1,3,2,19,1,2,4,179,40,1,1,7,6,19,0
30,3766,2009,175000000,1.85,96,8.2,335,6,2,38,69,121,266,5,21,14,114,179,1,35,54,374,1,0,0,0,148,18,1,69,97,469,10,2,38,69,184,0,0,0,3,32,0,1,1,8,78,83,2
26,3964,2006,80000000,1.85,91,6.8,56,3,2,2,13,355,11,2,0,41,314,59,1,14,26,184,44,2,3,2,223,0,0,0,1,478,3,0,0,1,51,0,0,0,0,90,0,2,9,35,8,16,0
29,3483,2003,81000000,1.85,101,6.8,451,6,0,0,4,215,33,2,31,79,461,63,1,46,61,332,0,1,24,1,101,62,1,14,8,565,7,1,2,7,78,58,1,14,10,190,20,0,0,0,7,9,0
30,3845,1997,12000000,1.33,88,6.7,373,44,2,1,4,57,0,0,22,63,48,0,1,3,16,733,0,0,0,0,174,0,1,0,2,456,38,2,3,4,36,0,1,0,1,50,0,1,0,5,2,22,1
31,4125,2018,160000000,2.39,143,6.9,184,12,0,14,13,193,24,0,2,5,16,0,0,4,5,744,119,4,78,4,191,28,2,9,5,146,6,0,0,2,84,53,1,0,9,219,31,0,1,18,2,39,0
29,4141,2000,123000000,1.85,104,6.2,384,21,2,16,54,215,30,2,28,76,616,0,0,1,9,406,0,0,0,0,86,96,2,30,68,169,65,2,1,6,87,26,2,0,1,329,24,1,3,9,17,37,1
22,3451,2008,200000000,2.39,106,6.6,272,7,1,6,13,100,47,1,1,25,478,0,0,2,5,484,53,0,22,0,47,0,0,0,0,465,27,2,35,41,285,25,1,1,2,239,42,0,0,4,4,30,2
13,3118,2001,90000000,2.39,90,6.6,44,26,2,6,4,175,85,0,47,51,100,15,0,8,25,362,20,2,1,2,120,92,6,14,26,519,4,0,0,0,213,71,0,1,1,329,25,1,3,9,10,22,0
16,3607,2013,190000000,2.39,116,7,272,10,1,6,13,54,67,2,109,200,459,0,1,0,0,161,0,0,0,0,131,43,2,11,30,404,3,0,0,3,22,13,0,0,1,272,14,1,2,8,3,24,0
30,4164,2012,185000000,2.39,93,7.1,275,3,1,0,5,251,0,3,9,27,55,63,1,3,8,224,0,2,52,2,168,26,2,3,31,68,4,1,2,10,235,0,0,2,2,127,0,0,0,0,19,48,1
30,4115,2011,200000000,2.39,106,6.1,208,19,1,26,22,263,15,0,1,7,487,40,1,5,40,504,151,2,29,2,148,22,1,71,99,304,15,1,26,22,315,0,0,1,8,32,0,1,1,8,1,18,1
26,4150,2016,178000000,2.39,144,6.9,52,14,4,14,16,185,43,1,14,32,449,47,2,73,143,335,0,1,113,1,106,33,1,3,13,548,10,1,4,8,234,63,1,0,30,240,32,0,1,3,1,19,0
16,3955,2011,150000000,2.39,115,7,245,14,5,24,52,83,10,0,13,45,469,0,1,83,132,718,15,1,6,1,168,22,2,2,30,46,3,0,0,0,120,24,0,1,3,6,10,1,4,36,5,30,0
16,3845,1990,13500000,1.85,93,6.8,418,73,1,11,9,236,0,0,0,0,172,13,0,5,8,381,4,0,0,0,102,8,0,0,4,353,2,0,0,0,160,2,0,0,0,182,0,0,4,1,3,3,0
13,2006,1990,13500000,1.85,93,6.8,418,73,1,11,9,236,0,0,0,0,172,13,0,5,8,381,4,0,0,0,102,8,0,0,4,353,2,0,0,0,160,2,0,0,0,182,0,0,4,1,3,3,0
30,3616,2005,180000000,2.39,143,6.9,11,3,1,7,21,151,0,0,3,10,594,2,0,1,3,747,2,0,1,0,78,38,1,4,21,37,3,1,3,4,86,55,1,11,22,151,37,1,2,6,17,46,1
22,3404,2009,200000000,2.39,158,5.8,382,13,0,19,17,224,56,1,7,20,14,0,0,2,7,125,27,1,47,1,76,6,0,0,3,513,13,0,19,17,78,68,1,2,-2,359,45,2,0,1,5,21,0
16,3715,2011,140000000,2.39,124,6.9,200,12,1,1,6,82,28,0,7,53,228,0,1,0,3,667,14,0,0,0,5,69,2,33,47,104,5,1,4,18,305,57,0,0,4,18,44,3,3,15,4,46,0
16,3908,2005,132000000,1.85,116,6.5,427,47,3,173,190,413,28,3,38,66,123,0,0,17,36,528,0,0,13,0,109,173,5,169,323,331,1,0,0,0,140,26,2,20,54,178,17,2,1,19,16,46,3
23,4468,2010,68000000,2.35,124,5,108,18,0,4,10,441,8,0,4,4,381,0,0,51,73,636,10,0,48,0,83,60,3,76,103,411,0,0,0,0,143,84,1,13,2,381,31,0,0,1,22,34,0
26,2970,1999,115000000,2.39,136,6.5,157,14,4,38,13,270,47,1,0,27,189,21,1,9,32,544,0,1,71,1,109,143,5,163,317,212,46,4,38,13,76,17,1,0,2,389,9,0,5,6,26,66,3
5,4056,2008,150000000,1.85,89,6.6,128,5,0,7,3,43,85,1,1,47,98,46,4,3,58,173,36,2,4,2,79,60,0,6,5,188,7,0,3,1,206,0,0,0,2,175,0,0,0,0,4,11,0
30,4276,2017,230000000,2.39,129,6.5,199,6,0,4,5,228,80,3,73,144,279,55,1,99,84,253,61,1,41,1,71,41,1,2,6,269,11,1,0,0,244,26,2,1,5,315,40,1,3,18,1,12,0
31,3792,2010,160000000,2.39,148,8.8,74,10,5,128,213,266,34,1,88,241,328,53,2,11,56,215,24,1,32,1,75,92,1,111,234,106,10,5,128,213,347,40,1,15,29,167,36,1,3,6,152,218,4
22,3965,2008,150000000,2.39,92,6.4,337,8,2,3,18,439,54,2,53,128,91,0,1,53,131,318,56,1,2,1,108,13,1,29,59,599,4,0,0,0,337,48,0,0,3,240,21,0,1,3,4,14,0
30,3237,2001,115000000,1.85,92,8.1,335,3,2,30,61,225,67,1,10,55,56,41,3,13,29,482,0,0,0,0,177,13,2,25,98,469,4,2,30,61,279,0,0,0,2,331,0,0,0,0,14,38,1
22,3775,2020,90000000,2.39,124,6.6,3,9,0,13,6,439,77,2,65,140,426,38,0,5,11,731,0,0,11,0,123,85,2,7,14,476,5,0,0,9,286,33,0,1,2,95,21,0,0,0,2,12,0
31,3626,2009,90000000,1.85,128,7.6,166,13,0,8,11,361,72,2,30,103,336,35,2,7,59,601,0,1,10,1,75,87,1,110,233,432,0,0,0,0,260,62,1,11,25,171,50,2,7,41,10,29,2
31,4163,2018,200000000,2.39,134,6.6,111,23,1,12,17,228,84,3,74,145,371,21,0,0,0,106,0,0,5,0,88,101,8,67,95,242,34,1,1,7,260,71,1,8,22,74,71,4,34,64,3,20,2
29,3660,2003,137000000,1.85,138,5.6,19,15,2,84,82,134,10,0,8,13,290,0,1,14,28,653,67,1,3,1,44,52,4,62,83,552,44,1,12,11,107,39,1,10,7,255,34,1,3,10,3,14,0
13,3622,2002,94000000,2.39,179,8.7,343,11,3,117,120,64,30,0,0,1,576,35,1,5,8,356,66,0,2,0,83,50,3,68,95,243,34,0,3,7,13,35,1,8,16,298,16,1,16,20,124,138,2
22,4318,2012,230000000,2.39,136,6.9,273,52,0,7,7,20,18,1,10,75,180,0,1,63,169,614,56,1,4,1,86,136,2,42,80,256,5,0,0,17,166,30,1,1,3,219,20,0,1,18,2,31,0
16,4386,2018,178000000,2.39,147,7.7,72,3,1,6,4,413,43,3,51,79,231,20,0,3,12,736,127,1,2,1,123,78,2,5,12,79,21,2,1,7,270,38,1,0,3,167,42,1,0,3,22,36,1
31,3777,2010,125000000,2.39,106,5.8,268,9,0,0,1,377,23,0,6,17,398,73,1,11,38,606,40,2,31,2,175,20,2,9,15,596,4,0,0,2,253,22,0,0,0,231,44,1,3,23,4,14,0
31,3846,2017,185000000,2.39,118,6.6,231,16,0,4,6,416,40,1,2,30,564,165,1,38,83,88,0,1,59,1,81,18,0,11,17,121,8,1,14,18,193,22,0,0,2,262,41,2,2,9,1,20,1
5,4258,2012,145000000,1.85,95,6.8,128,6,0,7,3,43,105,1,5,51,98,52,4,7,62,173,40,2,4,2,75,100,1,113,236,182,4,0,7,3,236,0,0,0,0,82,0,0,0,0,3,20,0
5,4114,2008,130000000,2.39,92,7.5,278,14,2,3,-5,173,87,2,0,35,162,61,2,48,41,36,0,1,44,1,108,13,1,29,59,320,7,1,1,3,351,0,0,0,0,83,0,0,0,0,14,38,1
29,2757,2015,28000000,2.39,147,7.8,133,35,0,7,11,330,1,0,4,5,120,9,1,2,6,322,4,0,11,0,114,45,0,7,8,323,0,1,1,3,216,61,2,8,42,208,22,0,0,1,29,39,1
30,3985,2006,120000000,1.37,117,7.1,208,15,1,21,17,334,26,1,0,35,495,80,1,22,54,79,0,2,4,2,177,16,2,30,103,304,11,1,21,17,145,0,0,0,1,90,0,2,9,35,28,32,2
30,3264,2002,72000000,1.85,106,6.7,270,4,2,16,42,301,44,2,22,23,305,28,1,48,159,644,5,0,3,0,88,69,8,51,79,383,5,2,16,42,323,51,1,4,6,17,90,1,6,25,3,34,0
29,4253,2019,200000000,2.39,137,6.4,102,24,0,3,10,116,84,0,15,64,277,49,0,1,6,285,89,1,24,1,217,28,0,6,8,95,11,0,0,1,172,46,0,2,1,352,8,1,0,1,1,27,0
5,4104,2009,175000000,2.39,94,6.4,370,3,0,0,3,356,0,1,42,102,584,21,1,1,23,280,85,3,9,3,81,12,0,11,17,407,4,4,8,8,174,0,0,1,2,123,0,3,1,19,3,9,0
16,3928,2016,185000000,2.35,122,7.1,239,16,0,3,7,84,39,1,2,27,672,46,1,5,22,394,38,0,8,0,148,37,1,76,104,549,21,0,12,23,312,38,1,3,2,348,38,0,0,2,3,28,1
22,4227,2019,125000000,2.39,123,6.6,176,19,1,1,6,116,84,0,15,64,372,75,1,15,40,295,156,2,11,2,81,20,0,11,17,247,4,1,1,6,119,26,0,10,3,240,35,0,1,3,1,8,0
29,4026,2016,120000000,2.39,123,6.6,330,17,1,34,66,295,73,1,29,141,641,76,1,37,85,22,0,1,46,1,48,16,1,1,2,463,9,1,34,66,18,75,1,8,18,257,39,2,10,27,3,20,0
30,3214,2001,140000000,2.39,183,6.2,289,44,0,9,15,40,29,2,51,95,331,7,0,3,19,396,0,0,10,0,75,48,1,102,225,487,7,1,4,4,166,22,1,1,3,289,1,0,0,0,13,51,1
26,3959,2007,130000000,2.35,92,5.6,444,46,0,0,6,172,40,0,2,6,299,0,1,2,31,129,16,0,7,0,106,24,1,8,18,165,7,4,1,10,192,6,0,0,0,45,0,0,0,0,3,17,0
16,4167,2020,85000000,2.39,99,6.5,192,1,1,0,0,42,80,1,1,7,263,72,0,6,16,346,61,2,48,2,115,33,0,7,25,458,18,0,0,0,312,42,1,2,1,100,98,3,0,2,2,6,0
11,3230,2013,85000000,2.39,44,8.5,192,1,1,0,0,42,80,1,1,7,263,72,0,6,16,346,61,2,48,2,115,33,0,7,25,458,18,0,0,0,312,42,1,2,1,100,98,3,0,2,2,6,0
16,3653,2000,125000000,2.39,123,6.1,217,37,0,21,19,413,22,3,33,61,160,22,0,1,11,706,0,2,16,2,75,46,1,101,224,79,17,2,1,7,150,11,0,0,2,238,7,1,4,5,12,20,0
30,3856,2015,130000000,1.85,117,7.3,348,23,0,2,5,342,92,1,3,19,447,72,1,59,39,238,0,1,0,1,32,22,1,4,25,175,21,0,15,34,296,45,1,1,-1,344,19,2,0,2,4,33,1
22,3306,2014,50000000,2.35,112,7,352,4,1,20,15,230,43,2,1,54,88,36,0,23,57,589,135,0,3,0,136,30,2,14,4,412,5,0,0,11,19,12,0,0,0,228,25,0,0,1,7,24,0
31,3285,1998,50000000,2.35,30,7.1,352,4,1,20,15,230,43,2,1,54,88,36,0,23,57,589,135,0,3,0,136,30,2,14,4,412,5,0,0,11,19,12,0,0,0,228,25,0,0,1,7,24,0
10,3850,2019,75000000,2.39,130,7.4,59,14,0,0,4,250,94,0,13,31,224,0,1,42,83,284,135,1,1,1,217,28,0,6,8,163,6,0,0,0,54,59,1,9,34,241,26,0,0,0,16,26,0
30,3875,2016,150000000,2.39,107,7.6,383,8,3,6,8,38,0,0,6,10,163,75,0,15,64,600,0,0,1,0,134,35,0,14,9,261,6,0,2,2,148,0,0,1,4,144,0,0,0,0,20,87,2
29,3476,2010,69000000,1.85,95,7.6,355,3,1,0,11,396,39,1,24,128,276,21,0,7,27,648,17,0,5,0,79,71,0,6,5,107,7,0,1,3,115,0,0,0,2,174,0,0,0,0,3,40,1
26,4022,2017,150000000,2.39,140,7.4,284,11,0,2,9,22,87,1,37,50,667,85,3,25,86,695,67,0,3,0,148,43,1,77,105,386,10,0,0,0,227,31,1,2,5,276,17,0,0,1,27,63,1
31,3665,2010,52000000,1.85,125,5.7,145,27,5,2,-1,210,0,1,5,34,360,0,1,24,88,339,0,1,6,1,101,87,1,21,15,344,6,0,1,1,38,39,0,0,0,134,0,0,0,1,7,12,0
30,4017,2018,175000000,2.39,112,7,351,2,1,0,8,223,100,1,18,51,570,0,2,2,25,248,0,0,6,0,81,19,0,11,17,482,8,1,0,8,233,1,0,0,0,259,0,0,0,0,3,65,1
29,3773,2012,170000000,2.39,127,6.1,387,3,0,1,2,259,0,0,51,73,94,14,0,13,45,122,0,1,57,1,88,93,8,61,89,189,1,0,1,1,117,27,1,6,11,74,55,4,28,58,13,31,2
30,3761,2014,165000000,2.39,102,7.8,119,1,1,1,13,385,68,0,2,13,557,3,0,0,3,159,15,0,6,0,81,17,0,11,17,327,4,0,2,5,267,3,0,0,1,350,0,0,0,0,16,58,1
31,3770,2005,150000000,1.85,115,6.6,440,26,2,11,58,228,48,3,61,132,197,9,1,13,33,170,107,0,2,0,44,58,4,64,85,500,51,1,2,1,260,57,1,11,25,132,52,1,10,9,15,51,1
26,3602,2015,120000000,2.35,100,4.3,236,5,0,1,2,315,17,0,4,23,444,29,1,35,63,398,0,1,2,1,131,47,2,13,32,279,0,0,1,2,215,24,0,1,2,136,15,1,0,1,8,5,0
26,3995,2015,120000000,2.35,100,4.3,236,5,0,1,2,315,17,0,4,23,444,29,1,35,63,398,0,1,2,1,131,47,2,13,32,279,0,0,1,2,215,24,0,1,2,136,15,1,0,1,8,5,0
31,3575,2013,100000000,2.39,91,7.7,9,22,4,242,188,380,0,1,68,108,211,78,2,83,197,203,81,4,20,4,202,40,1,11,24,21,10,4,242,188,97,36,3,136,71,164,65,1,5,12,231,185,7
22,3663,1984,8000000,1.85,126,7.3,205,20,1,4,6,352,6,0,4,4,489,64,1,1,4,212,0,1,8,1,22,25,1,27,22,506,2,0,0,2,134,39,1,2,5,113,0,0,0,0,2,2,1
16,3956,2015,150000000,2.39,131,7.4,72,2,1,3,1,413,39,3,48,76,296,46,2,28,54,680,77,0,12,0,99,10,0,3,1,79,20,2,1,7,275,76,1,10,34,178,26,2,1,19,6,26,0
29,3505,2008,150000000,2.39,112,6.7,268,8,0,0,1,122,23,3,34,71,403,0,0,13,20,713,68,1,7,1,39,21,1,0,-1,615,13,0,2,7,253,20,0,0,0,103,33,0,1,7,1,10,0
16,3641,2015,74000000,1.85,92,6,331,1,8,2,3,34,89,1,56,77,182,120,0,8,27,712,126,1,4,1,101,97,1,26,20,320,12,1,1,3,259,53,1,3,2,336,12,0,0,0,1,9,0
31,3611,2019,74000000,1.85,527,8.1,331,1,8,2,3,34,89,1,56,77,182,120,0,8,27,712,126,1,4,1,101,97,1,26,20,320,12,1,1,3,259,53,1,3,2,336,12,0,0,0,1,9,0
26,3641,2011,160000000,2.39,131,7.7,285,3,1,5,18,185,31,1,9,27,391,7,0,0,0,508,30,2,68,2,81,14,0,11,17,46,3,0,0,0,163,41,2,8,13,344,14,2,0,8,21,39,0
29,3127,2000,123000000,1.85,104,6.2,384,21,2,16,54,215,30,2,28,76,616,0,0,1,9,406,0,0,0,0,86,96,2,30,68,169,65,2,1,6,87,26,2,0,1,329,24,1,3,9,17,37,1
30,3929,2008,225000000,2.39,150,6.5,11,6,1,7,21,41,4,0,0,5,212,0,0,3,10,681,4,0,1,0,78,51,1,7,24,29,5,1,7,21,177,38,1,0,2,151,42,1,2,6,2,21,0
29,4259,2019,129000000,2.35,104,7.5,113,5,3,6,28,197,59,0,5,12,19,0,1,19,38,240,119,1,6,1,108,20,1,40,70,158,13,3,6,28,111,3,0,0,0,185,0,0,2,12,5,62,1
26,3648,2011,93000000,2.35,105,7.6,388,4,0,2,7,22,74,1,31,44,349,0,0,1,1,704,4,0,0,0,168,22,2,2,30,499,2,0,1,2,13,44,1,17,25,326,41,0,8,13,21,42,1
31,3875,2014,250000000,2.35,144,7.4,343,21,3,129,132,168,99,2,46,55,425,62,1,3,30,615,32,0,5,0,83,69,3,80,107,191,14,3,37,57,13,48,1,20,28,38,0,0,0,0,8,54,1
16,4007,2009,175000000,2.39,118,5.8,417,8,0,1,3,4,23,0,2,11,111,51,0,7,14,264,27,0,1,0,5,63,2,31,45,571,11,1,3,10,232,6,0,0,0,118,49,1,6,10,3,16,0
10,3936,2014,85000000,2.35,139,6.6,309,6,0,4,5,388,0,2,28,62,625,10,0,3,7,51,0,2,5,2,115,22,0,7,25,189,4,0,1,1,8,36,0,4,5,52,24,1,5,16,7,11,0
22,4248,2012,225000000,1.85,106,6.8,28,19,1,6,14,439,56,2,57,132,641,69,1,33,81,377,49,1,12,1,44,81,4,71,92,188,9,0,3,1,25,44,1,3,9,262,31,2,2,9,1,13,0
31,3777,2015,110000000,2.39,114,6.1,42,10,0,0,3,116,70,0,15,64,76,0,0,3,13,18,0,0,1,0,12,34,0,12,5,84,10,1,4,19,318,24,0,0,1,397,33,0,1,4,2,10,0
26,3025,2000,75000000,2.39,104,7.4,52,4,4,19,21,167,8,1,10,80,491,70,3,2,30,283,51,2,32,2,150,61,2,10,-1,588,0,0,1,2,234,42,1,5,35,240,10,0,1,3,13,26,0
29,3239,2012,50000000,1.85,106,6.9,400,8,1,15,50,290,46,2,14,68,457,0,1,5,51,672,38,1,15,1,220,17,1,0,2,543,15,1,15,50,221,33,0,1,4,100,68,3,0,3,13,27,1
26,3831,2015,108000000,2.39,144,8,367,43,4,38,88,295,69,1,28,140,300,0,2,79,111,425,0,1,7,1,78,68,1,14,31,170,9,1,11,45,61,57,0,1,29,163,27,1,2,13,39,189,7
26,4096,2009,150000000,2.39,105,6,402,25,1,4,11,43,88,1,2,48,21,0,6,60,224,572,34,1,3,1,5,63,2,31,45,504,13,2,0,4,166,28,1,1,3,258,47,0,1,1,2,9,0
31,3447,2002,84000000,1.85,89,5.1,358,4,0,0,0,145,16,0,8,18,568,0,1,2,14,490,28,0,3,0,53,0,0,0,0,250,8,0,15,12,68,35,0,0,2,228,14,0,0,1,5,14,0
31,3876,2018,22000000,2.39,96,5.3,81,14,0,3,5,108,79,1,6,14,610,0,0,0,1,371,18,0,4,0,2,8,2,11,23,198,8,0,0,5,219,29,0,0,1,358,7,0,0,1,2,1,0
30,4256,2017,175000000,2.35,102,6.7,46,0,0,0,1,334,65,1,11,46,122,0,0,0,0,128,69,1,30,1,177,21,2,41,114,72,0,0,0,1,142,0,0,0,0,319,0,0,0,0,1,24,0
31,4217,2019,100000000,2.39,132,7,96,20,0,5,2,446,55,0,3,20,422,100,0,3,11,49,11,0,1,0,20,51,1,4,43,227,3,0,0,0,219,31,0,0,1,225,18,0,0,3,0,23,0
31,3816,2019,100000000,2.39,132,7,96,20,0,5,2,446,55,0,3,20,422,100,0,3,11,49,11,0,1,0,20,51,1,4,43,227,3,0,0,0,219,31,0,0,1,225,18,0,0,3,0,23,0
26,3924,2013,120000000,2.39,126,6.7,182,11,2,3,19,167,38,1,23,93,613,0,0,0,0,626,0,0,0,0,131,43,2,11,30,386,7,0,0,0,293,11,0,2,1,151,48,1,2,6,2,11,0
31,4088,2017,80000000,2.35,104,7.3,64,6,1,1,9,437,95,7,9,23,446,70,0,7,26,645,0,0,11,0,123,73,2,4,11,542,10,0,0,0,65,0,0,1,3,198,0,0,0,0,13,67,0
31,2842,1995,100000000,1.85,121,5.4,203,16,0,9,9,428,14,0,6,12,641,45,1,16,64,346,21,2,23,2,63,11,1,16,25,63,33,0,1,4,313,20,2,2,7,150,6,0,0,2,10,23,3
16,3321,2011,5000000,1.85,83,5.8,167,2,0,1,4,265,0,0,0,0,113,7,0,0,0,126,0,0,0,0,127,0,0,0,1,103,8,0,1,2,116,0,0,0,10,220,0,0,0,0,1,6,0
31,4065,2006,270000000,2.35,154,6,52,7,4,4,6,56,9,0,6,7,351,0,0,4,10,418,48,2,41,2,106,22,1,8,18,419,4,0,4,9,234,50,1,5,35,240,18,0,1,3,12,46,1
29,3165,2004,75000000,2.39,108,7.7,330,12,1,22,54,295,31,1,17,129,195,0,0,10,7,87,119,1,15,1,108,6,1,25,55,505,7,0,0,2,240,39,0,0,1,108,31,1,2,3,5,22,0
10,3875,2015,110000000,2.35,119,6.2,376,8,0,15,7,247,0,1,84,155,255,12,0,1,3,499,51,0,5,0,114,45,0,7,8,71,1,0,0,0,104,33,0,1,1,240,31,0,1,3,4,17,0
