Distributor,Theaters,Movie_years,Movie_budget,Movie_aspect_ratio,Movie_runtime,Movie_ratings,Movie_director,Movie_director_credit,Movie_director_awords_Oscars,Movie_director_awords_win,Movie_director_awords_nominations,Movie_actor_1_name,Movie_actor_1_credit,Movie_actor_1_awords_Oscars,Movie_actor_1_awords_win,Movie_actor_1_awords_nominations,Movie_actor_2_name,Movie_actor_2_credit,Movie_actor_2_awords_Oscars,Movie_actor_2_awords_win,Movie_actor_2_awords_nominations,Movie_actor_3_name,Movie_actor_3_credit,Movie_actor_3_awords_Oscars,Movie_actor_3_awords_win,Movie_actor_3_awords_nominations,Movie_music_names,Movie_music_credit,Movie_music_awords_Oscars,Movie_music_awords_win,Movie_music_awords_nominations,Movie_writter_names,Movie_writter_credit,Movie_writter_awords_Oscars,Movie_writter_awords_wins,Movie_writter_awords_nominations,Movie_cinematography_name,Movie_cinematography_credit,Movie_cinematography_aword_Oscars,Movie_cinematography_aword_win,Movie_cinematography_aword_nominations,Movie_costume_name,Movie_costume_credit,Movie_costume_aword_Oscars,Movie_costume_aword_win,Movie_costume_aword_nominations,Movie_awords_win,Movie_awords_nominations,Movie_awords_oscars
26,3420,2004,120000000,2.35,115,7.1,7,24,0,7,7,439,46,2,49,124,69,0,0,0,0,9,10,1,11,1,131,22,2,2,21,273,2,0,0,1,307,3,0,5,13,236,3,0,0,2,1,13,1
22,3557,2002,140000000,1.37,88,6.2,28,9,1,6,14,420,57,1,23,71,662,39,2,47,122,627,158,1,9,1,44,49,4,61,82,381,4,0,0,1,114,24,0,1,1,262,17,2,2,9,4,16,0
26,3708,2015,135000000,1.85,94,6.6,442,5,0,6,2,217,29,1,21,76,530,0,0,83,275,694,59,5,18,5,123,69,2,2,9,589,17,0,1,2,236,0,0,0,0,394,0,1,0,1,3,9,0
29,3575,2016,135000000,1.85,60,6.2,442,5,0,6,2,217,29,1,21,76,530,0,0,83,275,694,59,5,18,5,123,69,2,2,9,589,17,0,1,2,236,0,0,0,0,394,0,1,0,1,3,9,0
29,2470,2002,41000000,2.39,110,7.1,82,12,1,30,9,130,18,1,41,77,377,0,1,13,24,499,23,0,5,0,187,0,3,16,62,537,2,2,2,30,52,0,0,0,0,267,0,1,1,4,14,21,1
22,3020,1997,90000000,1.85,98,7.3,28,5,1,6,14,420,47,1,18,66,662,21,2,42,117,450,0,1,6,1,44,29,4,56,77,381,0,0,0,1,87,24,2,0,1,262,15,2,2,9,21,39,1
26,4000,2018,52000000,2.39,134,8,52,16,4,16,18,353,29,1,17,44,406,0,0,1,3,266,21,0,0,0,164,0,1,2,32,41,10,4,1,31,164,0,1,5,15,349,0,0,0,0,41,77,4
26,3396,2012,130000000,2.39,124,7,367,39,4,35,85,329,0,1,4,9,449,36,2,69,139,122,0,1,57,1,129,25,0,4,5,318,1,0,0,4,61,53,0,1,29,163,23,1,2,13,6,46,1
29,3175,2008,75000000,2.39,110,6.7,445,11,0,11,19,185,28,1,6,24,461,87,1,51,66,36,0,1,44,1,44,73,4,67,88,415,4,0,0,0,232,4,0,0,0,392,4,0,0,0,4,23,2
30,3987,2017,175000000,2.35,105,8.4,263,6,2,23,26,31,4,0,10,3,201,46,1,32,39,66,61,1,8,1,148,43,1,77,105,369,1,2,23,26,316,0,0,11,35,319,0,0,0,0,109,38,2
29,3434,2001,93000000,1.37,92,5.9,200,9,1,1,6,376,65,3,11,28,664,85,1,22,46,728,0,0,1,0,59,0,0,1,1,417,28,1,12,13,305,48,0,0,4,35,0,0,0,0,5,16,0
30,3730,2004,60000000,1.85,108,6.5,270,5,2,16,42,67,0,1,4,10,305,31,1,50,161,6,26,1,13,1,88,74,8,53,81,383,6,2,16,42,287,64,2,150,143,17,96,1,6,25,4,23,1
31,3720,2017,100000000,1.43,106,7.8,74,14,5,135,220,142,1,0,0,3,125,45,0,2,4,35,28,0,2,0,75,120,1,118,241,106,15,5,135,220,125,22,1,16,97,167,41,1,3,6,60,229,3
29,3408,2003,76000000,2.39,107,5.9,215,9,2,13,23,344,21,0,7,12,646,12,0,3,19,235,0,0,2,0,47,0,0,0,0,200,8,0,0,1,213,73,0,1,1,348,20,0,0,2,4,13,0
16,3081,2010,20000000,1.78,95,7,193,10,0,0,0,229,18,0,0,14,46,13,0,0,3,649,8,0,1,0,9,5,0,0,0,272,9,0,0,0,191,31,0,0,0,335,0,0,0,2,1,4,0
26,3424,2005,110000000,2.39,120,6.5,121,6,0,2,7,54,51,2,101,192,26,0,1,41,100,735,41,0,8,0,108,9,1,26,56,548,1,1,4,8,27,28,0,2,1,282,30,1,2,14,9,18,0
13,3778,2007,140000000,2.35,91,6.2,44,37,2,6,4,86,18,0,8,25,251,97,0,47,51,494,141,2,14,2,120,96,6,0,12,269,6,1,0,4,129,4,1,2,1,36,37,0,0,5,0,9,0
26,2882,1996,75000000,2.39,145,7,382,8,0,19,17,439,20,2,41,116,53,31,0,7,5,330,56,1,11,1,47,0,0,0,0,159,2,0,3,9,177,23,1,0,2,187,19,2,0,3,34,35,1
16,3508,2018,17000000,2.39,90,7.5,207,3,4,12,60,129,0,1,18,96,313,44,4,12,60,525,0,0,1,0,131,55,2,16,35,81,9,0,10,22,39,28,0,5,5,197,31,0,0,5,34,113,1
26,3773,2017,125000000,2.39,97,6.3,450,8,1,1,10,11,116,1,42,106,601,146,1,25,64,347,44,2,2,2,201,19,0,0,1,427,11,0,0,0,138,0,0,0,2,321,0,0,0,0,4,20,1
29,3568,2005,207000000,2.39,187,7.2,343,13,3,120,123,321,0,2,43,75,249,70,2,13,48,6,27,1,13,1,88,74,8,54,82,191,10,3,28,48,13,38,1,11,19,378,0,0,0,0,43,104,3
31,3535,2013,105000000,2.39,143,7.2,29,13,1,27,43,276,0,0,0,0,194,3,0,0,0,27,195,0,83,0,39,24,1,5,4,49,11,1,27,43,307,10,0,5,13,61,13,4,33,25,48,86,2
4,3505,2003,48000000,1.85,84,5.5,112,10,1,3,1,337,0,0,2,9,293,0,0,3,9,478,0,0,1,0,87,5,1,6,2,112,2,2,4,4,207,99,0,4,2,55,23,0,0,1,2,4,0
26,3661,2012,45000000,2.35,92,6.3,323,20,0,2,2,270,84,1,13,40,413,0,0,1,5,243,0,0,5,0,163,13,0,6,4,382,40,1,20,18,290,13,0,0,1,306,6,0,0,0,1,3,0
26,4253,2014,145000000,2.39,102,7.8,113,4,3,1,23,197,47,0,5,12,81,0,2,153,205,257,46,0,4,0,108,17,1,35,65,158,10,3,1,23,111,2,0,0,0,156,0,0,0,0,15,60,1
30,3752,2012,165000000,2.39,101,7.7,364,10,1,9,12,223,69,1,12,45,570,0,2,5,28,296,32,4,3,4,81,15,0,11,17,493,3,1,9,12,267,2,0,0,1,350,0,0,0,0,33,41,1
29,3279,2014,18000000,2.35,97,6.3,314,4,0,2,8,387,55,1,6,28,547,0,2,6,22,213,0,0,0,0,144,5,0,3,1,31,3,0,0,1,30,73,0,2,2,228,25,0,0,1,8,11,0
26,3700,2009,75000000,1.85,88,4.5,34,26,2,6,13,446,19,0,3,20,142,77,1,6,21,321,42,2,2,2,53,0,0,0,0,319,11,1,2,10,16,81,0,0,1,7,40,0,0,0,0,3,0
30,3603,2010,260000000,1.85,100,7.7,308,1,0,1,4,285,0,1,0,13,671,22,0,3,20,196,0,0,2,0,3,22,8,36,86,120,6,3,3,8,332,0,0,1,4,316,0,3,0,7,10,40,1
31,3858,2005,150000000,2.39,140,8.2,74,7,5,123,208,87,27,1,65,118,445,139,2,23,51,447,58,1,6,1,88,74,8,54,82,63,61,0,1,4,347,36,1,10,24,231,41,1,3,23,14,77,1
31,3502,2003,150000000,2.39,129,6.8,257,2,0,12,25,293,0,1,0,4,612,0,0,0,0,278,11,0,0,0,59,0,0,1,1,376,3,0,11,25,25,32,1,3,9,219,7,0,1,18,5,36,0
22,3754,2015,80000000,1.85,89,6.7,155,20,4,3,16,3,58,1,58,117,25,67,1,1,39,669,0,0,42,0,136,31,2,15,5,509,29,3,2,19,37,1,0,0,1,341,0,1,0,3,1,10,0
26,3173,2014,12000000,1.85,126,7.7,233,1,0,2,1,388,0,2,28,62,32,1,1,2,5,543,10,0,4,0,153,8,0,0,0,535,3,1,18,36,21,8,0,3,12,260,35,0,0,1,21,15,0
31,4108,2019,170000000,2.39,132,6,291,6,0,4,9,261,45,1,4,31,650,0,1,19,77,526,0,2,12,2,19,54,1,8,26,419,10,0,4,9,195,38,1,0,18,240,35,0,1,3,6,13,0
16,4054,2006,150000000,2.35,126,6.9,175,3,2,9,43,413,29,3,39,67,504,43,1,76,86,736,71,1,5,1,148,11,1,66,94,19,6,1,3,11,55,13,0,0,0,74,45,4,22,52,7,14,0
16,3308,2001,115000000,2.39,100,5.8,406,8,0,0,2,24,0,1,37,96,321,49,1,5,15,282,25,0,7,0,74,20,0,17,7,528,5,0,0,2,253,11,0,0,0,231,37,1,3,23,4,21,0
5,3925,2011,150000000,2.39,90,7.2,194,1,1,4,6,173,107,2,3,38,26,0,1,47,106,200,68,2,51,2,108,15,1,32,62,320,10,1,1,3,53,0,0,0,0,83,0,0,0,0,5,46,1
16,3634,2005,82000000,2.39,113,6.4,345,13,0,1,4,3,35,1,48,107,98,38,4,0,55,96,144,1,18,1,205,5,0,0,8,17,9,2,2,8,78,60,1,14,10,117,28,0,0,0,3,17,0
6,4016,2004,75000000,1.85,90,6,35,2,0,0,1,439,46,2,49,124,535,67,2,46,116,613,0,2,34,2,89,0,0,0,1,424,5,0,0,0,236,0,0,0,0,328,0,2,3,14,3,15,1
16,3561,2014,165000000,2.39,169,8.6,74,12,5,132,217,126,0,1,34,65,433,54,1,41,78,463,0,0,4,0,75,107,1,115,238,325,6,1,3,27,125,19,1,13,94,264,37,3,0,24,43,148,1
6,4131,2005,75000000,1.85,86,6.9,128,4,0,7,3,43,73,1,14,60,98,38,4,0,55,173,31,2,4,2,75,59,1,106,229,388,21,1,4,17,206,0,0,0,2,328,0,2,3,14,4,32,0
13,3359,2001,93000000,2.39,178,8.8,343,10,3,116,119,8,50,0,0,1,476,9,0,0,1,663,34,1,4,1,83,48,3,67,94,243,30,0,3,7,13,34,1,7,15,298,15,1,16,20,115,125,4
11,3314,2002,142000000,2.39,133,6.1,262,17,0,11,3,347,52,2,2,4,224,0,1,25,66,715,12,0,0,0,47,0,0,0,0,233,52,0,0,1,76,36,1,0,2,231,38,1,3,23,6,35,1
22,3803,2006,72500000,2.39,108,6.6,0,5,1,16,58,438,45,2,1,76,310,42,1,6,39,651,13,1,19,1,7,13,1,6,1,602,4,2,1,76,240,42,0,0,1,371,13,0,0,1,8,9,0
30,3940,2007,150000000,2.39,111,8,41,7,2,18,27,341,50,1,7,25,240,130,1,7,9,453,11,1,1,1,148,13,1,67,95,66,8,2,18,27,62,0,0,0,3,364,0,0,0,0,66,42,1
29,2404,1993,63000000,1.37,127,8.1,427,34,3,161,178,376,40,3,11,28,388,0,1,29,77,330,48,1,11,1,109,121,5,157,311,417,13,1,12,13,77,51,1,3,9,130,0,1,1,2,40,27,3
31,3411,2004,175000000,2.39,163,7.3,464,28,2,10,7,240,142,0,2,3,67,119,1,15,28,546,6,0,0,0,86,113,2,34,72,229,44,0,0,0,288,38,1,1,8,39,20,2,2,14,5,22,1
29,4561,2019,80000000,1.85,86,6.5,66,7,2,0,14,341,194,1,5,23,372,75,1,15,40,272,79,1,40,1,8,78,2,100,271,77,9,0,0,0,330,0,0,0,1,62,0,0,0,0,0,11,0
30,3269,2003,140000000,2.39,143,8,162,13,1,9,12,228,41,3,59,130,210,27,1,27,62,570,8,0,28,0,118,17,0,4,9,579,20,1,3,13,61,40,0,1,29,315,24,1,3,18,38,99,5
26,3881,2012,95000000,2.35,88,6.5,420,8,1,0,6,39,29,1,6,38,335,0,0,5,30,136,2,0,0,0,108,16,1,33,63,414,4,0,0,1,265,14,0,4,3,390,0,0,0,0,2,11,0
29,3710,2017,55000000,2.39,118,4.6,180,30,0,1,7,95,0,0,10,15,266,13,0,7,8,230,57,0,1,0,44,95,4,76,97,445,13,0,1,1,166,35,1,1,3,359,57,2,0,1,5,12,0
26,4060,2016,125000000,2.39,92,6.5,302,2,0,0,0,27,0,1,13,67,346,64,1,48,122,756,0,3,2,3,32,22,1,4,25,320,13,1,1,3,351,2,0,0,0,148,0,0,0,0,4,35,1
22,3186,2003,130000000,2.39,147,6.6,289,46,0,9,15,292,22,0,5,11,662,44,2,48,123,376,34,0,11,0,216,10,0,16,10,211,10,0,0,1,9,15,0,0,2,55,23,0,0,1,5,13,0
26,3316,2002,59000000,1.85,81,7.5,68,3,1,5,7,355,7,2,15,56,314,42,1,14,26,184,38,2,3,2,53,0,0,0,0,424,1,0,0,0,159,0,0,0,0,301,0,0,0,0,5,29,1
22,3527,2009,150000000,2.39,138,6.7,384,27,2,25,63,414,54,2,76,185,189,47,1,19,42,54,0,0,4,0,75,87,1,110,233,145,27,0,3,13,298,24,0,0,1,87,28,1,1,13,1,5,0
29,3518,2004,80000000,1.85,115,6.3,190,7,4,8,12,360,67,2,46,116,47,63,1,14,60,200,50,2,44,2,177,16,2,28,101,220,5,0,0,0,166,25,1,1,3,55,26,0,0,1,2,7,0
22,3963,1984,30000000,2.39,105,7.8,172,5,1,7,11,48,21,1,16,68,127,15,1,3,15,678,0,3,31,3,64,121,1,29,42,118,3,1,3,15,203,59,0,6,2,379,40,1,3,7,6,6,2
5,3944,2010,130000000,2.39,95,7.2,450,6,1,1,10,438,63,2,5,80,63,60,2,106,197,714,0,2,43,2,123,58,2,8,15,16,0,0,0,1,230,0,0,3,1,123,0,3,2,20,2,16,0
30,4259,2019,170000000,1.85,112,6.3,440,37,2,25,72,88,51,1,13,60,452,80,1,63,43,162,131,1,12,1,44,102,4,78,99,178,19,0,1,4,20,0,0,0,0,74,74,4,35,65,3,12,0
31,2644,1992,80000000,1.85,126,7,440,18,2,27,74,310,29,1,36,16,135,48,1,14,41,519,0,3,25,3,44,11,4,51,72,63,25,0,1,4,310,11,0,4,4,39,9,2,2,14,2,27,2
16,3012,1996,80000000,2.39,110,7.1,45,32,0,14,28,413,17,3,29,57,321,35,1,0,10,226,0,0,11,0,44,23,4,55,76,79,16,2,1,7,314,41,1,3,2,330,0,1,5,9,3,17,0
31,3702,2015,150000000,2.39,120,8.1,158,18,1,65,53,415,43,1,13,77,91,0,1,60,138,552,34,1,5,1,115,23,0,7,25,213,14,1,65,53,167,44,1,30,47,171,54,2,13,47,236,230,6
31,4118,2018,130000000,2.39,113,5.6,223,20,0,0,2,195,48,0,1,6,58,0,0,11,13,605,66,3,7,3,78,73,1,17,34,160,6,0,0,0,340,31,1,0,16,11,17,0,1,2,4,6,0
22,3619,2007,110000000,2.35,110,5.2,279,2,0,0,1,296,4,0,0,2,515,0,0,0,0,86,84,0,2,0,34,46,1,3,7,394,7,0,0,1,295,73,1,1,2,238,11,1,4,5,1,11,0
29,3063,2001,30000000,1.85,108,6.4,174,27,0,0,0,191,11,0,7,15,585,0,0,3,4,24,0,0,5,0,52,0,0,0,0,7,1,0,0,0,207,95,0,4,2,7,26,0,0,0,8,6,0
31,3470,2014,110000000,2.35,102,6.2,320,2,0,3,8,399,42,0,0,6,186,0,1,5,21,439,0,1,1,1,115,22,0,7,25,614,3,0,5,15,307,11,0,5,13,64,7,0,0,1,2,7,0
26,3954,2008,85000000,1.85,86,6.8,198,0,0,0,0,215,41,2,36,84,602,37,1,22,126,107,0,5,31,5,108,13,1,29,59,107,5,0,1,3,333,0,0,0,1,308,0,0,0,0,1,18,0
31,3269,2009,35000000,2.39,100,7.7,448,9,4,8,40,55,26,8,43,172,166,23,0,6,14,751,31,2,8,2,32,18,1,4,25,317,4,1,2,1,195,25,1,2,20,240,23,0,1,3,12,25,1
30,3832,2007,130000000,2.39,124,6.5,223,12,0,0,2,325,48,1,30,55,345,9,0,0,3,187,0,0,17,0,216,18,0,16,10,385,9,0,0,2,9,18,0,0,2,189,26,3,5,15,1,5,0
16,4069,2017,217000000,1.9,154,5.2,289,55,0,9,15,290,60,2,19,73,34,130,1,54,106,378,33,0,3,0,200,38,0,8,3,44,3,0,0,4,172,42,0,2,1,232,5,0,0,0,4,19,0
18,3374,2002,70000000,2.39,124,5.9,369,21,0,1,3,431,10,0,7,38,43,0,0,16,15,479,27,0,2,0,176,35,1,18,10,494,5,0,0,1,78,54,1,14,10,348,18,0,0,2,4,14,0
26,3475,2007,60000000,1.85,92,5.2,441,10,0,1,1,192,38,2,2,20,142,61,1,6,21,101,0,0,0,0,33,18,1,7,4,319,8,1,2,10,252,33,0,0,0,7,36,0,0,0,3,2,0
26,3897,2015,99000000,1.85,88,7.1,420,9,1,0,0,422,3,0,0,0,517,0,0,1,1,32,0,0,0,0,32,22,1,4,25,113,1,0,0,3,265,17,0,4,3,49,0,0,0,0,2,47,1
22,4267,2018,80000000,1.85,97,6.3,155,22,4,0,13,3,69,1,61,120,25,83,1,4,42,669,0,0,42,0,136,35,2,18,8,206,12,4,0,13,174,0,0,1,2,383,0,0,0,0,2,9,0
31,3504,2003,200000000,2.39,109,6.3,229,7,0,1,2,36,46,1,6,18,473,23,0,1,9,143,0,4,20,4,131,21,2,1,20,294,13,0,0,1,84,28,1,0,12,23,41,1,6,3,3,24,0
30,3451,2010,170000000,2.39,125,6.8,232,1,0,0,1,198,77,1,37,101,202,7,0,4,7,569,0,0,24,0,209,1,0,6,7,176,7,3,1,9,48,17,1,13,16,64,4,0,0,1,10,49,1
29,3173,2014,40000000,2.35,89,6.4,269,30,1,22,20,384,0,2,57,218,461,103,1,57,72,127,20,0,24,0,228,16,0,2,6,382,46,1,22,20,328,71,0,7,7,303,53,0,3,5,1,12,0
5,4055,2010,165000000,2.35,98,8.1,113,2,3,8,30,197,26,0,5,12,213,35,0,4,17,151,44,1,3,1,108,14,1,31,61,607,13,0,3,3,111,0,0,0,0,184,0,0,0,0,25,61,2
16,3567,2014,125000000,1.85,138,5.7,88,13,1,34,82,371,47,1,29,77,290,0,1,7,21,608,118,2,5,2,37,16,1,5,30,132,6,1,34,82,216,59,2,7,41,284,28,1,4,21,1,18,1
26,4046,2013,135000000,2.35,98,7.2,253,1,1,0,7,325,66,1,36,61,180,0,1,64,170,650,51,1,10,1,5,72,2,35,49,96,14,3,0,14,62,0,0,0,3,63,0,0,0,0,5,45,1
29,3054,2007,100000000,1.85,157,7.8,367,35,4,30,80,110,45,2,70,162,554,35,1,22,70,125,24,1,45,1,129,25,0,4,5,570,12,1,32,80,121,37,1,9,20,163,20,1,2,13,13,35,2
29,3210,1999,80000000,2.39,97,7,417,4,0,1,3,59,25,0,8,11,511,0,1,22,70,360,29,1,0,1,94,196,1,19,67,557,8,0,1,3,2,15,1,2,4,179,39,1,1,7,5,23,1
29,3210,1999,80000000,2.39,124,7,417,4,0,1,3,59,25,0,8,11,511,0,1,22,70,360,29,1,0,1,94,196,1,19,67,557,8,0,1,3,2,15,1,2,4,179,39,1,1,7,5,23,1
29,4035,1999,80000000,2.39,97,7,417,4,0,1,3,59,25,0,8,11,511,0,1,22,70,360,29,1,0,1,94,196,1,19,67,557,8,0,1,3,2,15,1,2,4,179,39,1,1,7,5,23,1
29,4035,1999,80000000,2.39,124,7,417,4,0,1,3,59,25,0,8,11,511,0,1,22,70,360,29,1,0,1,94,196,1,19,67,557,8,0,1,3,2,15,1,2,4,179,39,1,1,7,5,23,1
22,3575,2005,70000000,2.39,118,6.6,18,18,1,1,2,439,48,2,50,125,187,0,0,2,16,416,9,1,1,1,72,35,5,14,34,352,0,0,0,0,11,48,1,5,3,258,43,0,1,1,4,24,0
31,3686,2018,36000000,2.39,136,7.6,43,0,8,52,181,262,0,1,59,137,64,56,8,52,181,653,97,1,18,1,141,0,2,11,45,185,24,1,8,77,144,0,3,5,24,128,0,1,1,1,94,274,1
31,2934,1997,125000000,1.85,125,3.8,203,18,0,9,9,36,40,1,0,12,211,36,2,67,181,131,12,1,4,1,63,17,1,16,25,63,35,0,1,4,313,22,2,2,7,150,11,0,0,2,10,22,0
31,3530,2009,200000000,2.35,91,6.5,286,29,0,2,1,87,36,1,69,122,562,21,0,6,17,534,0,0,1,0,44,76,4,68,89,294,17,0,0,1,302,18,0,0,2,284,17,1,4,21,2,14,0
22,3349,2012,85000000,1.85,106,7.1,155,18,4,3,16,3,49,1,55,114,25,51,1,7,45,669,0,0,42,0,136,29,2,12,2,473,23,1,2,4,37,1,0,0,1,308,0,0,0,0,2,14,1
29,3242,2000,84000000,1.85,90,4.4,345,10,0,1,4,119,34,1,20,77,271,0,1,51,111,430,48,0,2,0,53,0,0,0,0,280,18,1,17,19,78,52,1,14,10,94,0,2,9,17,2,15,0
6,3587,2001,60000000,1.66,111,7.8,11,0,1,7,21,313,26,1,8,23,168,35,1,21,78,100,0,4,9,4,78,24,1,0,17,611,7,0,0,3,306,0,0,0,3,20,0,0,0,0,39,60,1
12,2912,1996,14000000,2.39,106,7.3,461,24,0,11,8,115,0,1,8,35,540,7,0,1,3,417,1,0,0,0,131,3,2,19,38,358,0,0,4,3,207,80,0,4,2,80,14,0,0,0,11,11,0
18,3551,2003,75000000,2.39,112,6.3,345,11,0,1,4,3,28,1,46,105,250,71,3,68,82,473,0,1,8,1,205,4,0,0,8,140,0,0,0,2,86,53,1,11,22,117,25,0,0,0,2,4,0
30,3623,2008,11000000,1.85,112,4.8,246,33,3,11,13,443,23,0,35,35,649,0,0,11,21,52,0,0,4,0,52,0,0,0,0,472,6,0,3,3,57,19,0,0,4,56,24,0,0,0,8,9,0
31,2903,2013,20000000,2.39,125,7.5,184,7,0,14,13,429,0,1,13,71,492,26,2,3,19,448,0,3,15,3,112,7,0,2,3,86,21,0,0,1,165,33,0,3,4,216,48,0,0,1,15,23,0
31,4234,2018,175000000,2.39,115,7.5,427,58,3,186,203,424,14,0,9,15,481,0,0,5,15,62,75,1,10,1,5,77,2,40,54,615,17,0,2,7,140,45,2,33,67,197,31,0,0,5,11,55,1
26,4099,2009,90000000,1.85,91,6.9,56,6,2,2,13,137,0,0,0,0,348,0,0,0,0,271,7,0,0,0,108,14,1,30,60,414,2,0,0,1,122,0,0,0,1,85,0,0,0,0,3,13,0
31,3555,2013,103000000,2.39,106,5.8,448,12,4,12,44,55,39,8,47,176,166,47,0,6,14,751,53,2,12,2,32,21,1,4,25,586,9,4,12,44,195,34,1,2,20,240,28,0,1,3,2,8,0
31,4145,2018,70000000,2.39,90,6.8,148,5,4,5,16,380,0,1,73,113,218,84,1,2,2,180,0,0,3,0,43,44,4,1,31,199,12,4,5,16,93,30,1,1,3,351,0,0,0,0,3,16,0
22,3027,1999,34200000,1.85,111,6.4,116,21,0,1,4,3,18,1,42,101,309,0,1,5,5,369,14,22,21,22,205,2,0,0,8,563,0,0,3,4,327,66,0,3,2,117,20,0,0,0,8,14,0
31,3804,2006,100000000,2.39,106,6.4,158,16,1,56,44,69,115,0,3,5,404,55,0,0,2,331,22,0,1,0,108,11,1,27,57,213,11,1,56,44,73,1,0,0,1,222,0,0,0,1,19,26,1
29,2663,2014,25000000,2.35,112,6.2,444,53,0,0,6,170,60,0,9,26,372,53,1,10,35,361,102,1,7,1,33,29,1,0,-3,218,3,0,0,1,192,12,0,0,0,355,3,0,0,0,1,7,0
22,3491,2013,80000000,1.85,112,5.4,116,36,0,1,4,3,51,1,56,115,373,23,1,1,13,132,55,4,8,4,191,21,2,4,0,195,13,0,0,2,327,94,0,3,2,117,39,0,0,0,5,15,0
31,3407,2000,140000000,2.39,140,6.4,464,27,2,10,7,150,44,2,70,184,423,27,2,2,56,357,28,1,0,1,86,96,2,30,68,541,0,1,6,12,167,35,1,15,32,122,25,0,1,1,4,25,2
26,3955,2016,145000000,2.39,94,7.1,6,1,0,0,2,173,142,2,8,43,72,137,1,52,93,200,78,2,56,2,75,116,1,117,240,320,13,1,1,3,46,0,0,0,1,123,0,3,8,26,1,10,0
21,2958,2012,30000000,2.35,100,6.8,297,1,1,3,5,349,0,1,13,47,88,28,0,23,57,340,0,2,32,2,146,0,0,0,0,4,7,0,0,1,289,26,1,7,5,5,42,0,1,1,3,14,0
16,3156,1998,75000000,2.39,110,6.2,305,22,2,4,15,362,104,1,35,42,647,0,0,1,10,210,23,0,29,0,86,90,2,28,66,80,8,1,1,7,80,90,1,0,2,340,56,2,5,13,5,14,0
22,3659,2019,90000000,2.39,93,7.6,357,20,2,165,280,266,50,1,97,250,63,78,2,115,206,471,0,2,20,2,184,0,3,17,128,486,25,2,165,280,106,0,2,1,21,387,0,0,0,2,135,364,2
16,2991,2010,80000000,2.39,108,8.2,282,48,1,157,268,266,34,1,88,241,421,44,3,20,115,61,91,1,36,1,184,0,3,8,119,364,4,0,1,8,326,0,3,27,72,203,0,1,2,3,11,66,0
31,2414,1996,92000000,2.39,99,6.4,187,1,0,1,8,164,0,1,21,42,52,53,4,6,19,111,20,0,0,0,134,10,0,14,9,417,20,1,12,13,131,19,1,8,5,118,24,1,6,10,11,15,2
26,4130,2016,165000000,2.39,101,5.2,382,18,0,19,17,269,21,1,1,13,286,110,1,6,21,342,15,0,2,0,76,6,0,0,3,450,3,0,1,3,208,16,0,4,3,234,28,1,2,3,3,17,0
10,2032,2009,165000000,2.39,130,4.5,382,18,0,19,17,269,21,1,1,13,286,110,1,6,21,342,15,0,2,0,76,6,0,0,3,450,3,0,1,3,208,16,0,4,3,234,28,1,2,3,3,17,0
22,3434,2006,150000000,2.39,95,8,281,24,0,3,2,100,42,1,14,38,186,0,1,5,21,466,24,0,37,0,47,0,0,0,0,441,7,1,1,3,259,45,1,3,2,231,42,1,3,23,26,44,1
16,3216,2010,3000000,1.85,104,5.6,447,3,0,0,5,105,0,0,0,0,66,7,0,0,0,531,0,0,0,0,151,0,0,0,2,431,5,1,1,2,116,0,0,0,10,160,0,0,0,0,1,2,0
31,3105,2009,19000000,2.35,120,5.5,274,88,0,0,4,188,15,0,3,19,134,0,0,4,7,25,0,0,1,0,200,31,0,8,3,598,17,0,8,16,58,264,0,3,8,249,14,0,0,0,2,4,0
22,3534,2010,80000000,1.85,161,5.9,116,33,0,1,4,3,45,1,53,112,373,18,1,1,13,132,49,4,5,4,191,21,2,1,-3,9,16,1,53,112,327,86,0,3,2,117,34,0,0,0,3,4,0
16,3719,2013,130000000,2.39,138,5.8,222,12,0,2,2,116,62,0,15,64,324,93,1,2,19,436,31,0,35,0,81,16,0,11,17,491,11,0,2,10,312,35,1,3,2,240,28,0,1,3,1,12,0
31,2194,2022,130000000,2.39,113,5.8,222,12,0,2,2,116,62,0,15,64,324,93,1,2,19,436,31,0,35,0,81,16,0,11,17,491,11,0,2,10,312,35,1,3,2,240,28,0,1,3,1,12,0
29,3760,2008,145000000,2.39,120,5.2,369,25,0,1,3,59,43,0,8,11,303,36,0,6,18,472,0,2,5,2,176,44,1,5,-3,22,11,0,1,4,307,6,0,5,13,348,27,0,0,2,2,6,0
31,3343,2016,40000000,2.39,103,7.3,184,10,0,14,13,340,39,2,3,19,650,0,1,16,74,465,0,0,0,0,112,7,0,2,3,86,22,0,0,1,84,48,1,0,7,216,52,0,0,1,4,13,0
29,3841,2019,20000000,2.39,144,6.7,270,14,2,14,40,185,50,1,17,35,71,113,1,18,40,656,174,1,40,1,222,5,0,0,0,383,15,2,14,40,231,39,0,4,7,304,24,2,5,21,2,15,0
16,3169,2010,150000000,2.35,91,4,270,8,2,5,31,327,0,0,0,1,148,5,1,8,42,556,0,0,1,0,88,92,8,59,87,383,9,2,5,31,13,43,1,16,24,189,29,3,5,15,8,12,0
26,3471,2015,40000000,1.78,97,8.6,349,26,1,1,14,77,32,0,1,6,-1,0,0,0,0,178,0,0,1,0,107,11,1,2,6,55,1,0,0,0,214,22,1,2,5,366,27,0,0,0,10,36,5
